handle,possibly_sensitive_avg_of_nonreply_tweets,is_retweet_avg_of_nonreply_tweets,contains_quote_avg_of_nonreply_tweets,num_referenced_tweets_avg_of_nonreply_tweets,num_hashtags_avg_of_nonreply_tweets,num_mentions_avg_of_nonreply_tweets,num_cashtags_avg_of_nonreply_tweets,num_polls_avg_of_nonreply_tweets,interaction_score_avg_of_nonreply_tweets,lang_mode_of_nonreply_tweets,reply_settings_mode_of_nonreply_tweets,source_mode_of_nonreply_tweets,possibly_sensitive_avg_of_reply_tweets,is_retweet_avg_of_reply_tweets,contains_quote_avg_of_reply_tweets,num_referenced_tweets_avg_of_reply_tweets,num_hashtags_avg_of_reply_tweets,num_mentions_avg_of_reply_tweets,num_cashtags_avg_of_reply_tweets,num_polls_avg_of_reply_tweets,tweet_word_count_avg_of_reply_tweets,lang_mode_of_reply_tweets,reply_settings_mode_of_reply_tweets,source_mode_of_reply_tweets,replyPercentage,following_count,verified,protected,created_at,hasPinnedTweet,urlsInDescription,hashtagsInDescription,userWebsitesAdded,cashtagsInDescription,mentionsInDescription
BurgerKing,0.0,0.0225,0.10375,0.2225,0.18875,0.13,0.005,0.01,0.002818828548727989,en,everyone,Twitter for iPhone,0.0,0.0,0.0,0.975,0.0,2.475,0.0,0.0,19.8375,en,everyone,Sprinklr,0.975,3859,True,False,2010-07-16T15:08:05.000Z,False,0,0,1,0,0
BurgervilleUSA,0.00517464424320828,0.35834411384217335,0.16041397153945666,0.5213454075032341,0.44372574385511,0.6403622250970246,0.0,0.00129366106080207,0.000639855124133387,en,everyone,Sprout Social,0.0,0.0,0.0125,0.4625,0.0125,0.5375,0.0,0.0125,15.85,en,everyone,Twitter for iPhone,0.45,5308,True,False,2008-12-12T18:05:02.000Z,False,0,0,1,0,0
CHWinery,0.002506265664160401,0.06265664160401002,0.10776942355889724,0.17042606516290726,1.6165413533834587,0.4724310776942356,0.0,0.0,0.0010482094688809456,en,everyone,Twitter Web App,0.0,0.0,0.125,0.5,0.3625,0.5375,0.0,0.0,18.6375,en,everyone,Twitter Web App,0.375,2472,False,False,2010-10-12T17:45:28.000Z,False,0,0,1,0,0
CapitalGrille,0.0,0.04630788485607009,0.01376720901126408,0.09762202753441802,0.6933667083854819,0.2127659574468085,0.0,0.01877346683354193,0.0007447618409983509,en,everyone,Sprinklr,0.0,0.0,0.0,0.9,0.0,0.8625,0.0,0.025,16.875,en,everyone,Khoros CX,0.9,3748,True,False,2012-05-24T16:12:59.000Z,False,0,0,1,0,0
CaptainDs,0.0,0.03629536921151439,0.007509386733416771,0.04755944931163955,1.018773466833542,0.09762202753441802,0.0,0.0037546933667083854,0.0012411972210068945,en,everyone,Sprout Social,0.0,0.0,0.0,0.7375,1.075,0.8,0.0,0.0,30.425,en,everyone,Sprout Social,0.7375,5,False,False,2009-03-16T21:55:03.000Z,False,0,0,1,0,1
CarlsJr,0.0,0.05131414267834793,0.056320400500625784,0.20525657071339173,0.27033792240300375,0.2490613266583229,0.0012515644555694619,0.0025031289111389237,0.0012612322918340978,en,everyone,Twitter Web App,0.0,0.0,0.05,0.4625,0.0,0.675,0.0,0.0,9.625,en,everyone,Twitter for iPhone,0.4125,59,True,False,2008-09-02T21:46:59.000Z,False,0,0,0,0,0
Carrabbas,0.0,0.14213197969543148,0.012690355329949238,0.15862944162436549,0.5380710659898477,0.33248730964467005,0.0,0.006345177664974619,0.0011787086056626401,en,everyone,Khoros Publishing,0.0,0.0,0.0,0.6125,0.0875,0.7375,0.0,0.0,15.0875,en,everyone,Sprout Social,0.6125,4504,True,False,2008-12-05T02:43:52.000Z,False,0,0,1,0,0
Charleys,0.0012690355329949238,0.12055837563451777,0.06979695431472081,0.22081218274111675,0.7385786802030457,0.22461928934010153,0.0,0.024111675126903553,0.0021411796526199685,en,everyone,MomentFeed.,0.0,0.025,0.0125,0.65,0.1375,0.7625,0.0,0.0,15.9875,en,everyone,Twitter Web App,0.6125,156,False,False,2008-08-04T21:14:25.000Z,False,0,0,1,0,0
CheckersRallys,0.0,0.10062893081761007,0.13962264150943396,0.2729559748427673,0.31949685534591193,0.29056603773584905,0.0,0.011320754716981131,0.0030565286962687863,en,everyone,Twitter Web App,0.0,0.0125,0.025,0.5875,0.3875,1.0,0.0,0.0,16.45,en,everyone,Twitter Web App,0.55,1193,True,False,2010-02-15T17:07:11.000Z,False,0,0,1,0,0
Cheesecake,0.0,0.02375,0.0175,0.1275,0.30625,0.18125,0.0,0.0475,0.0003915244741292592,en,everyone,Falcon Social Media Management ,0.0,0.0,0.0,0.925,0.025,1.05,0.0,0.0,10.5625,en,everyone,Twitter for iPhone,0.925,13342,True,False,2009-04-16T21:05:57.000Z,False,0,0,1,0,0
ChickfilA,0.0,0.0050062578222778474,0.07384230287859825,0.11264080100125157,0.32040050062578224,0.08135168961201501,0.0,0.03629536921151439,0.0015077061364056961,en,everyone,TweetDeck,0.0,0.0,0.0,1.0,0.025,1.0,0.0,0.0,14.6625,en,everyone,Sprinklr,1.0,7240,True,False,2008-08-29T15:28:33.000Z,True,0,0,1,0,0
Chilis,0.0,0.005,0.1425,0.19875,0.3075,0.255,0.0,0.01125,0.0011032967706619764,en,everyone,Khoros Publishing,0.0,0.0,0.0375,0.875,0.1375,1.2625,0.0,0.0,11.825,en,everyone,Khoros CX,0.8375,25492,True,False,2009-08-12T14:37:05.000Z,False,0,0,1,0,1
ChipotleTweets,0.0,0.11280101394169835,0.058301647655259824,0.26108998732572875,0.21166032953105196,0.24334600760456274,0.0,0.0076045627376425855,0.005361478062145663,en,everyone,Twitter Web App,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0875,en,everyone,Khoros CX,1.0,16,True,False,2010-05-07T20:50:36.000Z,False,0,0,1,0,0
ChurchsChicken,0.0025220680958385876,0.13745271122320302,0.11097099621689786,0.27616645649432536,0.742749054224464,0.3467843631778058,0.0,0.04791929382093316,0.00342981676381013,en,everyone,Twitter Web App,0.0,0.0,0.0125,0.95,0.1,1.175,0.0,0.0,6.95,en,everyone,Twitter Web App,0.9375,103,True,False,2009-01-27T19:33:05.000Z,False,0,0,1,0,0
ChuysRestaurant,0.0,0.2022613065326633,0.07035175879396985,0.2776381909547739,0.5603015075376885,0.4748743718592965,0.0,0.0,0.0017580302402499227,en,everyone,Khoros Publishing App,0.0,0.0,0.0,0.725,0.0,0.75,0.0,0.0,24.825,en,everyone,Khoros Publishing App,0.725,188,True,False,2009-07-21T02:39:03.000Z,False,0,0,1,0,0
Cinnabon,0.0,0.17794486215538846,0.047619047619047616,0.2731829573934837,1.1729323308270676,0.42105263157894735,0.0,0.005012531328320802,0.0006763542815852546,en,everyone,Sprout Social,0.0,0.0125,0.0,0.9625,0.075,1.2125,0.0,0.0,8.3125,en,everyone,Sprout Social,0.95,140564,True,False,2009-10-23T22:42:05.000Z,True,0,0,1,0,1
ColdStone,0.0,0.05157232704402516,0.01509433962264151,0.11949685534591195,0.40125786163522015,0.2339622641509434,0.0,0.0,0.001278325552711106,en,everyone,Sprout Social,0.0,0.0,0.0,0.9125,0.0,1.0125,0.0,0.0,28.5625,en,everyone,Sprout Social,0.9125,22132,True,False,2009-07-10T00:41:53.000Z,False,0,1,0,0,0
CrackerBarrel,0.0,0.041353383458646614,0.11904761904761904,0.16290726817042606,1.0012531328320802,0.6616541353383458,0.0,0.010025062656641603,0.0008433173364846581,en,everyone,Sprinklr,0.0,0.0,0.0,0.9125,0.1,1.0375,0.0,0.0,30.9375,en,everyone,Sprinklr,0.9125,309,True,False,2011-05-18T22:15:26.000Z,False,1,0,1,0,0
DelTaco,0.0,0.12030075187969924,0.04887218045112782,0.17919799498746866,0.44360902255639095,0.40977443609022557,0.0,0.0037593984962406013,0.0015332267208153178,en,everyone,Sprout Social,0.0,0.0125,0.0,0.5625,0.025,0.65,0.0,0.0,17.25,en,everyone,Twitter Web App,0.55,3924,True,False,2009-11-14T01:23:29.000Z,False,0,0,1,0,0
DennysDiner,0.0,0.0275,0.02625,0.13,0.09,0.075,0.0,0.01625,0.005153668817338787,en,everyone,Sprout Social,0.0,0.0625,0.0125,0.625,0.4,0.575,0.0,0.0,22.2,en,everyone,Twitter Web App,0.55,0,True,False,2009-03-06T20:16:35.000Z,True,0,0,1,0,0
Dickeys,0.0,0.13266583229036297,0.030037546933667083,0.17271589486858574,0.295369211514393,0.37296620775969963,0.0,0.012515644555694618,0.0004558457992685507,en,everyone,Sprout Social,0.0,0.15,0.1125,0.4875,0.1625,0.7375,0.0,0.025,14.2,en,everyone,Twitter Web App,0.225,713,False,False,2010-02-04T23:30:30.000Z,False,1,0,1,0,0
DutchBros,0.0012658227848101266,0.19746835443037974,0.06962025316455696,0.28354430379746837,0.5240506329113924,0.35063291139240504,0.0,0.0189873417721519,0.0040654306811408756,en,everyone,Twitter for iPhone,0.0,0.0,0.0,0.9625,0.0,1.0125,0.0,0.0,10.1375,en,everyone,Sparkcentral.com,0.9625,77,True,False,2009-02-12T19:35:23.000Z,True,0,1,1,0,0
EatAtPerkins,0.0,0.03638644918444166,0.02258469259723965,0.07026348808030113,0.24592220828105396,0.13048933500627352,0.0,0.01631116687578419,0.0011833380225904251,en,everyone,Sprout Social,0.0,0.0,0.0,0.15,0.225,0.25,0.0,0.05,20.3625,en,everyone,Iconosquare.com,0.15,89,False,False,2010-05-12T14:09:46.000Z,True,0,0,1,0,0
EinsteinBros,0.0,0.19718309859154928,0.03969270166453265,0.2407170294494238,0.5006402048655569,0.4967989756722151,0.0,0.002560819462227913,0.0015243034733139467,en,everyone,Sprout Social,0.0,0.0875,0.0,0.95,0.0125,1.15,0.0,0.0,15.1125,en,everyone,Sprout Social,0.8625,177,True,False,2009-07-24T17:10:18.000Z,False,0,0,1,0,0
ElPolloLoco,0.0,0.021303258145363407,0.36716791979949875,0.39097744360902253,0.20551378446115287,0.06766917293233082,0.0,0.015037593984962405,0.00046130608032862833,en,everyone,Twitter Web Client,0.0,0.0125,0.0,0.9625,0.0,1.0125,0.0,0.0,21.275,en,everyone,MomentFeed.,0.95,4529,True,False,2009-03-24T18:04:40.000Z,True,0,0,1,0,0
FirehouseSubs,0.0,0.08125,0.055,0.155,0.2525,0.22125,0.0,0.02125,0.0020407627711686114,en,everyone,Sprout Social,0.0,0.025,0.0125,0.925,0.0125,1.2,0.0,0.0,23.0625,en,everyone,TweetDeck,0.8875,18745,True,False,2009-03-04T21:28:20.000Z,False,0,0,1,0,0
FiveGuys,0.0,0.11013767209011265,0.08010012515644556,0.20525657071339173,0.20150187734668334,0.5193992490613266,0.0,0.02002503128911139,0.0006539736837796905,en,everyone,Khoros Publishing App,0.0,0.0125,0.025,0.6875,0.075,0.8875,0.0,0.0,22.9,en,everyone,Khoros CX US,0.65,396,True,False,2008-12-17T17:33:31.000Z,False,1,0,1,0,0
FreddysUSA,0.0,0.16624685138539042,0.03400503778337532,0.2052896725440806,0.31863979848866497,0.371536523929471,0.0,0.0012594458438287153,0.0009082593697086952,en,everyone,Sprout Social,0.0,0.025,0.0,0.625,0.2,0.675,0.0,0.0,21.725,en,everyone,Sprout Social,0.6,2367,True,False,2011-02-11T21:44:41.000Z,False,0,1,1,0,0
GrillEmAll,0.0,0.15558343789209536,0.037641154328732745,0.2534504391468005,0.2107904642409034,0.8607277289836889,0.0,0.0,0.0006462100042259847,en,everyone,Twitter for iPhone,0.0,0.1,0.075,0.375,0.3875,0.8375,0.0,0.0,15.625,en,everyone,Twitter for iPhone,0.2,316,False,False,2009-11-15T03:06:08.000Z,False,0,0,1,0,0
Hardees,0.0,0.06148055207026349,0.06900878293601004,0.22082810539523212,0.16311166875784192,0.22208281053952322,0.0,0.00878293601003764,0.0012909690793595804,en,everyone,Twitter Web App,0.0,0.0,0.0,0.425,0.0,0.525,0.0,0.0,8.675,en,everyone,Twitter for iPhone,0.425,2800,True,False,2008-09-02T19:35:31.000Z,False,0,0,0,0,0
Hooters,0.0,0.0,0.0825,0.27125,0.0625,0.07375,0.0,0.00875,0.001284738825912018,en,everyone,Twitter Web App,0.0,0.0,0.0,0.9125,0.0,2.325,0.0,0.0,7.575,en,everyone,Twitter Web App,0.9125,2881,True,False,2008-08-27T15:09:09.000Z,False,1,0,0,0,0
IHOP,0.0,0.011278195488721804,0.02882205513784461,0.13533834586466165,0.22431077694235588,0.06641604010025062,0.0,0.021303258145363407,0.004610413310245962,en,everyone,Khoros Publishing,0.0,0.0,0.0,0.95,0.0,0.9625,0.0,0.0,24.9125,en,everyone,Sprout Social,0.95,0,True,False,2012-01-26T20:03:48.000Z,False,1,0,1,0,0
JackBox,0.0,0.027603513174404015,0.11543287327478043,0.25094102885821834,0.3136762860727729,0.23086574654956085,0.0,0.0075282308657465494,0.002131780334553463,en,everyone,Twitter Web App,0.0,0.0,0.0125,0.9125,0.0125,1.05,0.0,0.0,17.8,en,everyone,Twitter Web App,0.9,10082,True,False,2009-01-13T22:14:31.000Z,False,0,0,1,0,0
JambaJuice,0.0,0.02383939774153074,0.026348808030112924,0.15934755332496864,0.6863237139272271,0.21329987452948557,0.0,0.002509410288582183,0.000645377272206637,en,everyone,Sprout Social,0.0,0.0,0.0,0.975,0.0125,1.025,0.0,0.0,7.725,en,everyone,Sprout Social,0.975,48978,True,False,2009-04-08T01:12:35.000Z,False,0,1,1,0,0
JetsPizza,0.0,0.03759398496240601,0.040100250626566414,0.11027568922305764,0.8395989974937343,0.11278195488721804,0.0,0.05388471177944862,0.002033665624735931,en,everyone,Sprout Social,0.0,0.0,0.0125,0.65,0.0875,0.8,0.0,0.0,16.3375,en,everyone,Twitter Web App,0.6375,239,True,False,2009-05-01T20:23:09.000Z,False,0,0,1,0,0
JohnnyRockets,0.0,0.011264080100125156,0.007509386733416771,0.04755944931163955,0.5369211514392991,0.23779724655819776,0.0,0.0050062578222778474,0.0009991175551858982,en,everyone,Sprout Social,0.0,0.0,0.0,0.575,0.05,0.6625,0.0,0.0,21.125,en,everyone,Sprout Social,0.575,16609,True,False,2009-02-19T18:04:10.000Z,False,0,1,1,0,0
LongHornSteaks,0.0,0.0075,0.02625,0.08375,0.425,0.06,0.0,0.025,0.000592759269210054,en,everyone,Khoros Publishing,0.0,0.0,0.0,0.9875,0.0,1.0,0.0,0.0,9.8625,en,everyone,Khoros CX,0.9875,3282,True,False,2014-05-15T18:31:50.000Z,False,0,0,1,0,0
